"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Mongolia","MNG","Urban population","SP.URB.TOTL","340915","370104","401799","427961","446837","466254","486159","506596","527710","550748","576136","602814","630729","659681","689480","719939","751018","782714","815217","847642","880006","913125","946960","981984","1018846","1057803","1099381","1143044","1186958","1222045","1245683","1263925","1277495","1287670","1296485","1305401","1314883","1324666","1334889","1345454","1369727","1408842","1449188","1490906","1534128","1578877","1625233","1673286","1723555","1776547","1832856","1892688","1955099","2018876","2082457","2144542","2204642","2262753",
"Northern Mariana Islands","MNP","Urban population","SP.URB.TOTL","5140","5433","5697","5949","6218","6525","6887","7293","7917","8552","9197","9852","10533","11199","11741","12177","12493","12715","13013","13618","14684","16207","18237","20627","23166","25712","28202","30677","33145","35642","38170","40587","42965","45353","47824","50401","53223","56140","58869","61005","62265","62487","61881","60631","59007","57241","55356","53365","51461","49850","48695","48092","48002","48261","48625","48916","49085","49181",
"Mozambique","MOZ","Urban population","SP.URB.TOTL","352367","373220","396044","420228","446068","473400","502552","533556","566632","601763","639383","690104","754611","825222","903127","989244","1084559","1189064","1302974","1425422","1555804","1704818","1865730","2034600","2207251","2379522","2547049","2710292","2880326","3074886","3311912","3464185","3655706","3875730","4106167","4332973","4551617","4765731","4925453","5085544","5257336","5442231","5637969","5843408","6056842","6276712","6503455","6737282","6979228","7232473","7497736","7775732","8066819","8371501","8690002","9023364","9371886","9736125",
"Mauritania","MRT","Urban population","SP.URB.TOTL","59042","65667","73016","81162","90178","100130","111119","123244","136596","151234","167327","184967","204285","225334","248309","273297","300467","328313","356701","387184","419894","454892","492331","532222","574596","619374","666722","716678","765009","801300","838955","877953","918402","960693","1005465","1053095","1103907","1157820","1214526","1273445","1334197","1396565","1460519","1526168","1593679","1663258","1734837","1808450","1884472","1963521","2045961","2132011","2221539","2313876","2408076","2503507","2599793","2697064",
"Mauritius","MUS","Urban population","SP.URB.TOTL","218753","228986","238840","252004","265267","278602","292049","305610","319317","333151","347184","361389","375755","379491","383371","387512","391829","396239","399416","404358","409127","413108","416035","417715","425254","431938","438482","445028","451399","458181","464802","468530","473391","477687","483053","485844","489444","494198","498006","502932","506439","507943","508952","510101","510746","511212","511022","510765","510027","508789","507400","505621","504412","503197","502028","500888","499678","498852",
"Malawi","MWI","Urban population","SP.URB.TOTL","158856","166094","173706","181757","190244","199200","208655","223713","240604","258887","278663","300036","323213","348287","375513","405006","437195","472375","501479","529252","557759","586123","614791","646418","684835","732865","793032","864059","944362","1022514","1090981","1145851","1188777","1225141","1264496","1314242","1377863","1453668","1539770","1603861","1662059","1719058","1776347","1835082","1896842","1962998","2033727","2108672","2187209","2270022","2356967","2447754","2543052","2643060","2748424","2859577","2976788","3100208",
"Malaysia","MYS","Urban population","SP.URB.TOTL","2169627","2293273","2424861","2562819","2705118","2849681","2996126","3144854","3296635","3452656","3614363","3791174","3975265","4166879","4367901","4579375","4802893","5038324","5284791","5539950","5801284","6050273","6305434","6571316","6854309","7158822","7488384","7841164","8212746","8594730","8982002","9371457","9851253","10353582","10873270","11413588","11976776","12558998","13156627","13761881","14369744","14911826","15452393","15993342","16537879","17087616","17642463","18201428","18767638","19344472","19934986","20541409","21156165","21770276","22371755","22951733","23505842","24036338",
"North America","NAC","Urban population","SP.URB.TOTL","138875014","142050755","145157046","148185763","151199564","154056841","156823451","159477276","162004081","164487979","167109832","169390180","171294713","173056174","174788945","176672151","178421118","180286290","182225810","184260327","186213643","188459765","190705873","192871036","194961800","197103758","199348843","201589652","203876759","206354670","209308349","213153311","217185917","221111307","224874124","228578860","232336398","236246742","240079390","243908744","247586112","250661270","253517677","256270268","259206860","262153682","265189628","268300745","271461156","274499656","277446802","280166590","282988222","285730259","288588239","291409353","294311738","297192683",
"Namibia","NAM","Urban population","SP.URB.TOTL","107910","113172","118610","124348","130395","136749","143416","150414","157812","165721","173963","181410","189353","197593","205875","214003","221942","229800","237645","245606","253836","262238","270546","279578","290150","302761","317746","334885","353512","372554","391247","409220","428928","449634","471025","493512","517339","542175","567341","591805","614846","636114","662539","689506","716611","744434","773162","802806","834061","867660","904386","944674","988569","1034998","1083022","1131767","1180963","1230689",
"New Caledonia","NCL","Urban population","SP.URB.TOTL","29514","31490","33547","35723","38025","40405","43143","45978","48910","52460","57380","62426","66278","68872","71240","73094","74870","76516","77895","78999","80425","82469","84793","87037","88993","90869","92813","94912","97022","99182","101748","104600","107446","110456","113649","116464","118934","122053","125204","128430","131733","135113","138566","141822","144881","148559","152384","156245","160140","163862","168014","172706","177438","182172","186732","191252","195626","199817",
"Niger","NER","Urban population","SP.URB.TOTL","196311","205552","215289","231199","248274","266500","285971","310540","337092","365728","396652","429973","465937","504711","546659","592054","641310","694492","736219","769963","805088","841757","880029","920062","961816","1005299","1050645","1098083","1146797","1187802","1231416","1278092","1327640","1380301","1436003","1494860","1556955","1622396","1691159","1762929","1837592","1915300","1997512","2084713","2177771","2277005","2383090","2496258","2617022","2746244","2884167","3031703","3189212","3357285","3536485","3727099","3929935","4145772",
"Nigeria","NGA","Urban population","SP.URB.TOTL","6955737","7201014","7457881","7726947","8006600","8296555","8598370","8912244","9239947","9582542","9942297","10399654","10881326","11392129","11941851","12535293","13178960","13870654","14602923","15361978","16139321","17112649","18120138","19167890","20270118","21434269","22668099","23971572","25343264","26778168","28276132","29489895","30744969","32043165","33388301","34785092","36237343","37742894","39306959","40933959","42627440","44751552","46973642","49299659","51736609","54289212","56964348","59765965","62697869","65756801","68949828","72255528","75675253","79202999","82834089","86561390","90385385","94303564",
"Nicaragua","NIC","Urban population","SP.URB.TOTL","702444","732709","763699","796969","837987","880887","925861","972899","1022164","1073746","1127825","1181361","1224325","1268920","1315165","1363050","1412573","1463618","1515915","1569111","1622940","1677251","1732123","1787183","1842127","1896755","1950780","2004298","2057961","2112712","2169141","2227583","2287651","2348566","2409320","2469110","2527844","2585551","2642064","2697367","2751517","2804188","2855625","2906329","2957239","3008820","3061983","3116511","3172141","3228478","3285133","3342052","3399378","3457214","3515723","3574959","3635038","3695792",
"Netherlands","NLD","Urban population","SP.URB.TOTL","6863492","6985555","7107497","7225888","7345397","7469419","7590341","7699768","7803319","7917513","8039946","8169109","8294650","8406296","8515370","8634800","8746238","8841770","8939836","9045559","9161288","9275502","9376386","9470198","9565992","9668672","9780476","9900806","10022989","10141210","10269295","10447740","10662777","10871452","11069798","11255548","11436659","11622597","11819675","12021931","12229998","12488742","12775902","13035570","13271929","13485107","13671225","13848922","14044865","14256137","14465528","14662695","14840708","15001484","15163329","15329953","15503035","15680673",
"Norway","NOR","Urban population","SP.URB.TOTL","1787755","1840926","1915999","1991003","2066761","2143353","2220995","2299864","2379197","2457954","2534594","2584983","2624297","2662165","2698139","2732467","2764638","2795553","2825403","2854061","2882201","2902056","2918125","2933210","2946922","2961159","2977158","2996568","3018161","3036098","3051994","3079741","3114713","3150384","3185372","3215508","3243897","3273428","3295901","3350272","3416773","3455773","3494337","3525438","3548398","3582588","3630155","3684159","3744286","3805760","3867496","3932009","3998046","4060600","4120471","4176741","4226037","4278072",
"Nepal","NPL","Urban population","SP.URB.TOTL","350193","365019","375077","385474","396407","407846","419954","432642","446030","459991","474638","490363","524726","561530","601163","643637","689364","738370","790825","847199","907691","972277","1032575","1096484","1164087","1235231","1309947","1388684","1472433","1562449","1660072","1766696","1895316","2033134","2178946","2331136","2489757","2654311","2825268","3003210","3188642","3374675","3503897","3633809","3763768","3892965","4020796","4147713","4275851","4407736","4545832","4690978","4843714","5002934","5167009","5334367","5505277","5680188",
"Nauru","NRU","Urban population","SP.URB.TOTL","4433","4676","4948","5228","5500","5740","5933","6103","6237","6371","6496","6617","6743","6863","6972","7068","7150","7232","7309","7397","7488","7592","7717","7854","8005","8173","8353","8554","8755","8954","9155","9348","9546","9719","9857","9969","10029","10057","10046","10040","10037","10052","10080","10106","10126","10114","10071","10002","9947","9945","10025","10057","10279","10821","11853","12475","13049","13649",
"New Zealand","NZL","Urban population","SP.URB.TOTL","1802521","1851675","1914441","1967968","2024808","2073571","2125227","2175248","2206092","2237511","2279646","2324938","2375942","2432441","2493343","2552005","2582586","2593760","2597744","2590668","2597030","2609635","2636985","2674359","2698921","2716946","2719750","2751315","2766856","2788022","2821739","2968493","3003146","3041157","3085471","3134622","3187912","3232444","3263694","3283344","3305162","3328072","3391762","3463392","3516313","3557304","3602020","3636861","3668966","3706604","3748781","3778263","3799782","3830112","3889661","3965354","4051264","4140252",
"OECD members","OED","Urban population","SP.URB.TOTL","492614956","504249977","515142508","526260824","537460635","548535256","559351655","570077900","580190040","591454429","601995093","612453187","622855971","632609904","643192226","653295094","661686133","670142259","678654359","687252501","695813247","704888815","713624165","722003582","730083215","738242038","746758600","755003999","764344683","773385561","783093911","793261551","803380518","813182565","822623915","831936014","840864382","849675475","858246235","866912883","875496727","885706927","896617148","907388052","918082568","928696480","939322189","950057733","961138757","971562580","981480344","989944559","999433468","1009031585","1018830878","1028563441","1038298559","1047735841",
"Oman","OMN","Urban population","SP.URB.TOTL","90485","98715","107702","117478","128110","139615","152116","165729","180603","196855","214731","234331","255880","279776","306663","337055","371337","409584","451974","498475","549046","603837","662924","725383","789912","855281","920225","984602","1050400","1120715","1197874","1283901","1377326","1472111","1540165","1579788","1602549","1611490","1612545","1614273","1623178","1641897","1669691","1705672","1755991","1818159","1884731","1957849","2043878","2151367","2285992","2450321","2640197","2846669","3056963","3260774","3455208","3640347",
"Other small states","OSS","Urban population","SP.URB.TOTL","2500878","2586643","2677428","2776090","2882453","2994881","3109883","3222913","3343369","3470696","3605371","3750123","3895694","4037628","4192990","4358748","4530898","4705404","4886328","5074435","5273794","5482948","5707562","5932084","6171866","6432406","6715666","7017237","7329329","7640322","7941873","8230257","8459745","8670533","8888314","9107744","9340930","9586170","9841326","10120156","10411864","10703731","11003020","11323689","11681535","12093093","12558937","13072380","13618479","14166030","14699665","15211477","15711850","16202820","16690634","17180249","17666343","18146709",
"Pakistan","PAK","Urban population","SP.URB.TOTL","9926529","10347061","10720126","11112109","11523791","11954220","12405301","12876828","13369248","13882298","14416384","14971922","15551089","16187999","16869660","17592601","18360055","19171800","20031990","20943583","21910605","22901793","23881372","24904636","25966516","27060887","28186848","29342985","30523630","31718551","32923813","34133759","35349197","36576470","37825621","39103888","40416132","41757059","43121177","44513232","45927395","47360017","48820773","50315164","51856361","53452827","55108573","56825213","58610951","60473618","62421615","64460371","66588729","68796388","71069783","73400099","75782131","78215334",
"Panama","PAN","Urban population","SP.URB.TOTL","467319","488439","510936","534391","558805","584101","610295","637412","665466","694506","723794","749029","774960","801482","828471","855814","883527","911557","939977","968765","998133","1028957","1060273","1092056","1124380","1157197","1190593","1224543","1259134","1294355","1331948","1381618","1432498","1484592","1538064","1592906","1649228","1706856","1765803","1825830","1884815","1930867","1977392","2024443","2072137","2120474","2169462","2219106","2269399","2320444","2372284","2425075","2478745","2533155","2588030","2643202","2698624","2754250",
"Peru","PER","Urban population","SP.URB.TOTL","4709896","4905808","5167065","5440432","5725341","6020672","6326872","6644115","6972274","7310287","7658574","8016488","8379737","8695750","9022372","9360478","9711284","10073501","10445617","10825072","11209478","11597539","11957901","12321674","12691483","13068539","13452879","13843149","14238593","14637455","15038786","15442208","15847046","16249594","16656606","17055741","17445305","17825581","18198250","18565427","18928746","19288446","19645183","20001001","20357803","20717195","21080127","21446734","21820033","22201234","22592740","22995246","23408183","23827198","24247490","24664887","25077185","25485679",
"Philippines","PHL","Urban population","SP.URB.TOTL","7959938","8300149","8653512","9017542","9390365","9770039","10155874","10548828","10951256","11365801","11808042","12342524","12899187","13476877","14076175","14684546","15250787","15834158","16436759","17060795","17764858","18790091","19864675","20987993","22162126","23384158","24657029","25980697","27353017","28768270","30100216","30820655","31542088","32265385","32992217","33723667","34458457","35195297","35935137","36679358","37400857","37987609","38572266","39143754","39690503","40206383","40684738","41131260","41558001","41982633","42415984","42891270","43405942","43955039","44533489","45134600","45759493","46410517",
"Palau","PLW","Urban population","SP.URB.TOTL","5479","5654","5827","5988","6143","6283","6411","6521","6627","6734","6855","6993","7145","7296","7422","7507","7546","7543","7533","7549","7626","7854","8158","8513","8880","9228","9536","9760","9982","10218","10500","10827","11179","11554","11944","12324","12589","12819","13023","13191","13415","13898","14335","14732","15106","15467","15814","16141","16459","16763","17063","17351","17652","17944","18236","18536","18844","19154",
"Papua New Guinea","PNG","Urban population","SP.URB.TOTL","74898","82570","91056","100419","110826","122320","135103","157395","183274","213159","247602","287211","300563","314093","328339","343364","359228","375884","393442","411856","431135","450025","469335","489360","509999","531185","552938","575269","598255","622058","646700","655313","663501","671861","680384","689163","698169","707460","716902","726327","735756","753503","771715","790170","808822","827795","847023","866468","886067","905739","925422","945015","964671","985326","1007089","1029973","1054202","1079665",
"Poland","POL","Urban population","SP.URB.TOTL","14193968","14540630","14828737","15149001","15484714","15762096","16007142","16289779","16575555","16835934","17026266","17266414","17626595","18005216","18398446","18803602","19215135","19625330","20007316","20341874","20663601","20985955","21314754","21651242","21984900","22299554","22589785","22855463","23089202","23241946","23350476","23450653","23539562","23616843","23684074","23733222","23768665","23801620","23827143","23842562","23611695","23622394","23621395","23563051","23506503","23453429","23396235","23340838","23300939","23274004","23165018","23134846","23099773","23058826","23022948","22996594","22983673","22992473",
"Pre-demographic dividend","PRE","Urban population","SP.URB.TOTL","25202832","26469934","27817863","29263946","30818825","32476324","34177310","35977791","37919607","39980539","42122990","44481987","46982968","49621326","52399889","55380607","58590290","61959048","65472631","68889172","72271159","75861748","79557054","83426085","87550526","91924309","96465908","101176135","106006883","111018006","116393772","121603751","126978519","132541991","137986663","143532953","149165702","154997998","161000405","167271781","173861898","181206662","188939974","197141642","205725781","214723739","224093981","233878351","244098257","254796927","266021900","277773616","290050816","302825511","316060120","329726353","343822674","358355860",
"Puerto Rico","PRI","Urban population","SP.URB.TOTL","1050418","1102264","1159664","1220307","1280251","1336533","1389174","1436971","1482823","1532032","1585355","1636045","1693932","1756462","1819309","1879334","1937017","1991958","2044764","2096577","2174790","2327244","2471396","2606230","2731668","2847385","2953935","3051544","3140855","3222218","3287359","3316538","3343786","3377742","3414883","3452136","3496557","3534616","3560323","3583400","3596716","3602364","3604909","3605100","3603694","3596360","3579032","3555977","3533033","3511647","3491721","3449584","3406315","3365851","3309915","3250894","3187447","3121695",
"Korea, Dem. People’s Rep.","PRK","Urban population","SP.URB.TOTL","4591948","4801792","5002265","5202147","5416792","5657804","5928685","6225377","6670524","7230596","7810437","8101104","8395298","8685964","8965387","9227778","9393163","9537097","9668482","9800200","9941648","10115489","10300538","10493294","10688400","10881595","11071095","11258893","11448171","11643563","11847897","12062742","12285859","12509840","12717847","12902692","13068443","13217337","13354498","13487796","13622622","13761345","13901661","14040268","14172917","14295887","14408747","14512776","14610822","14706679","14806602","14911501","15020784","15133756","15249400","15367234","15487035","15609392",
"Portugal","PRT","Urban population","SP.URB.TOTL","3096215","3155977","3212831","3260048","3296372","3317422","3326794","3340014","3360136","3364185","3368354","3388093","3416874","3451945","3535188","3708226","3852629","3931481","4012458","4094541","4178517","4257857","4335210","4407052","4476013","4540496","4596999","4648117","4695891","4741470","4783459","4827626","4889660","4961312","5040624","5124278","5210104","5299934","5393642","5491367","5597602","5704057","5800192","5886957","5966051","6041725","6117343","6193886","6267228","6337144","6403809","6457743","6493757","6518869","6543100","6574064","6610045","6645213",
"Paraguay","PRY","Urban population","SP.URB.TOTL","676834","696752","717329","739480","762744","786784","811649","837323","863603","890237","917027","943914","971077","1008220","1047113","1087945","1130840","1175794","1223148","1273101","1325941","1381699","1440451","1508036","1578623","1651697","1727269","1805290","1885604","1967784","2051840","2137451","2224613","2309285","2394823","2481879","2570460","2660201","2750976","2842361","2934037","3025871","3117874","3190531","3258090","3323716","3387196","3448798","3509384","3570078","3631971","3695332","3759912","3826037","3893283","3961297","4030074","4099720",
"West Bank and Gaza","PSE","Urban population","SP.URB.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1339452","1411345","1486950","1566383","1649878","1737611","1829843","1926689","1985912","2043664","2103044","2164070","2226847","2291359","2357720","2425915","2496025","2568140","2650903","2736643","2825399","2919998","3018057","3118790","3222128","3327751","3435568","3546845",
"Pacific island small states","PSS","Urban population","SP.URB.TOTL","194314","204590","215586","227086","238842","250588","262266","273040","283687","294504","305357","316033","326678","337395","347370","357228","367398","376895","386508","396723","407765","420155","433534","447220","460365","472395","483032","495517","507829","520350","533705","548406","564304","580954","597727","613671","629464","642549","654770","666578","678632","690412","700953","711343","722372","734446","747818","762377","777874","793734","809651","825327","841120","857316","874251","891190","908503","926196",
"Post-demographic dividend","PST","Urban population","SP.URB.TOTL","476407413","487211750","497336182","507609583","517865255","528040384","537811924","547348693","556218498","566150734","575356275","584409772","593231463","601307951","610183329","618455961","625004626","631625273","638307496","645213820","651955481","658934243","665219999","671054693","676571865","682074114","688180086","694211272","701296351","707867189","714679083","721946761","729492305","736772849","743454574","749911857","756149097","762210050","768007105","773891397","779856377","787199908","795201792","803125680","811103040","818930542","826716964","834615389","842859556","850273546","857249650","862600399","869129749","875681009","882342183","888986207","895584016","901786343",
"French Polynesia","PYF","Urban population","SP.URB.TOTL","33011","34877","36940","39414","42166","45017","47958","50994","54154","57460","60951","64247","67085","70026","73036","76088","79178","82167","84553","86992","89512","92102","94750","97440","100099","102738","105401","108059","110655","112866","114780","116394","117765","119023","120352","121883","123660","125938","128386","130789","133033","135110","137022","139232","141568","143822","145997","148077","149323","150340","151262","152054","152746","153419","154205","155173","156362","157751",
"Qatar","QAT","Urban population","SP.URB.TOTL","40407","44064","48443","53385","58635","64100","69722","75584","81875","88873","96760","105810","115755","126246","136538","146178","154688","162484","171222","183160","199972","222124","248722","277946","307159","334344","359731","384567","406830","426061","442074","454785","464612","472490","479783","487772","498048","511401","527796","547267","570418","595332","624301","667019","736886","842800","987689","1166114","1365181","1566441","1755739","1928864","2087333","2229341","2354450","2462779","2552252","2622874",
"Romania","ROU","Urban population","SP.URB.TOTL","6296818","6474669","6646237","6820612","6997996","7174333","7368164","7586123","7786878","7968040","8164758","8352002","8535661","8713690","8900706","9120255","9340263","9560064","9801109","10019804","10247190","10486040","10693684","10890056","11084645","11296022","11511242","11720962","11941563","12160692","12347321","12404523","12360656","12309016","12256584","12197105","12127405","12058033","11998890","11945687","11895672","11697189","11469356","11415407","11378651","11336529","11297334","11159030","11001524","10936933","10898688","10871606","10849592","10838156","10829091","10812119","10786830","10762216",
"Russian Federation","RUS","Urban population","SP.URB.TOTL","64421857","66226377","68060071","69923357","71815164","73731369","75267305","76812479","78366306","79922296","81464683","82992261","84524649","86061054","87600777","89145034","90810675","92479950","94157479","95659612","96960865","98228786","99464693","100677781","102058393","103466989","104825013","106169956","107471421","108424260","108837430","109073667","109115423","108985461","108843023","108866238","108700578","108515107","108329743","107987645","107528575","107067618","106568907","106132766","105771150","105433013","105152847","105037426","105055515","105149982","105261473","105407907","105662789","105981289","106317250","106643212","106959159","107219657",
"Rwanda","RWA","Urban population","SP.URB.TOTL","76269","79516","82671","85828","89287","93173","97647","102652","108146","113914","119920","129048","139071","149817","161506","174276","188169","203287","219770","231314","242693","254377","266397","279142","293389","309494","328521","349936","370490","385480","391891","387212","421412","460712","509833","583145","695539","813080","935002","1067913","1197916","1318462","1432119","1527567","1624885","1733786","1856783","1991985","2139001","2293615","2454324","2620815","2793666","2973095","3158661","3350591","3548438","3751766",
"South Asia","SAS","Urban population","SP.URB.TOTL","95696821","98482084","101711524","105077582","108609375","112274399","116085271","120049050","124173986","128474916","132968346","137838349","143446881","149302175","155526790","162227217","169244856","176594733","184300613","192383073","200838348","209107975","216494157","224121082","231978169","240043346","248321752","256806633","265506686","274415791","283520628","292670139","301673311","310843113","320180098","329667448","339323231","349124960","359076379","369190719","379467388","390437082","402529504","414824829","427305184","439921228","452673611","465575911","478639361","491858273","505268102","518882405","532762164","546904833","561324177","576017177","590973832","606213394",
"Saudi Arabia","SAU","Urban population","SP.URB.TOTL","1277043","1365778","1462345","1581327","1724652","1877829","2041288","2216381","2405728","2612506","2840512","3092472","3370030","3673416","4002925","4334574","4683115","5055933","5461789","5912135","6415159","6974793","7587048","8238568","8909272","9581496","10249200","10834545","11406882","11963488","12503565","13025844","13529595","13963824","14361205","14739486","15096728","15438078","15783292","16157594","16579888","17059277","17591642","18164689","18758258","19358560","19958564","20562409","21180379","21826964","22512092","23239326","23999153","24769771","25521904","26233454","26895653","27513289",
"Sudan","SDN","Urban population","SP.URB.TOTL","810731","872668","939444","1011469","1089192","1172825","1262982","1360216","1464966","1577575","1698845","1829017","1968957","2104071","2199226","2300463","2407884","2521418","2640882","2765735","2895546","3030399","3170953","3366677","3648614","3947501","4262608","4595231","4951277","5338264","5764225","6234658","6749810","7240120","7513116","7768874","8001974","8216978","8422547","8631857","8855061","9095540","9349825","9612013","9873047","10126743","10371226","10609975","10848620","11101339","11374877","11671328","11990132","12329983","12688618","13065276","13459572","13873343",
"Senegal","SEN","Urban population","SP.URB.TOTL","737552","779172","823109","869496","918601","970475","1025247","1083052","1144140","1208733","1277252","1348134","1423194","1501438","1581749","1663157","1740830","1801704","1863904","1929557","2000434","2077137","2159401","2246934","2339064","2434954","2534656","2638363","2744674","2840346","2939135","3041392","3146689","3253610","3360265","3465405","3568542","3670334","3772537","3877675","3987721","4103458","4224868","4351843","4485692","4626408","4774214","4929663","5093932","5268498","5454524","5652488","5862500","6082893","6311994","6548092","6791128","7041456",
"Singapore","SGP","Urban population","SP.URB.TOTL","1646400","1702400","1750200","1795000","1841600","1886900","1934400","1977600","2012000","2042500","2074500","2112900","2152400","2193000","2229800","2262600","2293300","2325300","2353600","2383500","2413945","2532835","2646466","2681061","2732221","2735957","2733373","2774789","2846108","2930901","3047132","3135083","3230698","3313471","3419048","3524506","3670704","3796038","3927213","3958723","4027887","4138012","4175950","4114826","4166664","4265762","4401365","4588599","4839396","4987573","5076732","5183688","5312437","5399162","5469724","5535002","5607283","5612253",
"Solomon Islands","SLB","Urban population","SP.URB.TOTL","6799","7330","7905","8526","9194","9915","10688","11523","12431","13428","14293","14889","15532","16215","16925","17652","18601","19927","21328","22814","24389","26059","27824","29683","31633","33669","35794","37611","39224","40897","42650","44488","46408","48413","50505","52677","54936","57281","59710","62222","65246","68668","72240","75955","79808","83790","87903","92150","96547","101095","105811","110653","115623","120710","125897","131179","136542","141991",
"Sierra Leone","SLE","Urban population","SP.URB.TOTL","398595","416997","436378","457138","480027","504033","529265","555776","583812","613561","645308","679223","715390","753765","794427","830172","861916","895111","929788","965939","1003541","1042127","1081592","1122863","1167367","1215742","1264696","1313486","1361639","1403132","1433908","1452324","1460525","1462543","1464656","1471777","1484562","1502819","1530045","1570272","1626076","1699790","1790001","1890140","1990711","2084547","2169631","2247600","2320954","2393923","2469879","2549270","2630999","2715255","2801791","2890613","2981996","3076314",
"El Salvador","SLV","Urban population","SP.URB.TOTL","1059434","1095102","1130563","1167510","1205542","1244257","1283491","1323230","1363449","1404181","1445500","1487391","1544888","1603240","1662266","1721638","1781384","1841317","1901034","1960098","2018167","2074942","2130638","2185660","2240706","2296291","2352536","2409308","2467068","2526228","2587186","2650225","2715016","2812651","2920911","3028150","3133965","3237900","3340092","3399404","3456736","3511921","3565013","3616421","3666894","3716734","3766342","3815738","3864888","3913925","3962991","4012160","4061665","4111449","4161602","4212064","4262955","4314171",
"San Marino","SMR","Urban population","SP.URB.TOTL","7529","7895","8278","8677","9079","9488","9897","10314","10719","11098","11445","12022","12551","13051","13558","14107","14698","15347","16033","16714","17352","17953","18516","19054","19557","20049","20525","20982","21213","21461","21735","22045","22373","22838","23286","23720","24126","24499","24863","25230","25619","26027","26413","26777","27136","27491","27846","28192","28547","28901","29270","29647","30038","30411","30752","31045","31283","31477",
"Somalia","SOM","Urban population","SP.URB.TOTL","477110","501894","528046","555575","583809","612583","644078","678630","714552","749175","781156","806885","828271","856413","907964","989404","1104452","1255066","1422265","1578125","1701893","1784702","1832247","1856324","1876195","1906231","1951399","2009074","2075714","2139312","2193905","2237303","2273447","2309409","2356107","2421263","2508596","2615954","2738197","2867038","2996046","3123296","3250860","3380868","3516401","3659713","3811541","3971025","4137734","4311233","4490910","4676829","4869763","5070663","5280659","5500804","5731494","5973228",
"Serbia","SRB","Urban population","SP.URB.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3822813","3856152","3902505","3950206","3989140","3953290","3969937","3979199","3984493","3990305","3997794","4011035","4027431","4038921","4049434","4057154","4061021","4064297","4050707","4038084","4025456","3997418","3981594","3966995","3954261","3941698","3929227","3918355",
"Sub-Saharan Africa (excluding high income)","SSA","Urban population","SP.URB.TOTL","33461490","34966300","36550503","38250063","40061049","41976362","43961226","46053494","48264661","50607064","53031991","55666033","58459467","61388598","64451479","67696971","71146042","74731601","78498165","82224820","86028786","90159785","94477533","99042152","103922257","109146108","114640168","120321143","126222673","132342815","138819519","145101375","151536543","158119572","164590161","171156010","177842472","184737783","191769563","199056495","206638741","214926416","223602994","232674370","242145926","252081499","262456091","273314975","284800351","296792021","309324876","322387858","335988292","350100158","364709841","379798126","395364502","411413270",
"South Sudan","SSD","Urban population","SP.URB.TOTL","258517","263081","267850","272884","278126","283610","289374","295354","301622","308148","314907","321982","329312","336988","344946","353283","361831","370541","379762","389817","400838","412972","425846","450252","492649","536540","582212","629558","677293","723169","765824","802975","835044","858010","855444","866589","894411","937392","991176","1049024","1105876","1159989","1213040","1267102","1325693","1390997","1463889","1542855","1626144","1711611","1797497","1883093","1968923","2055540","2143723","2234317","2327508","2423089",
"Sub-Saharan Africa","SSF","Urban population","SP.URB.TOTL","33473030","34978616","36563621","38264012","40075868","41992095","43977919","46071187","48283397","50626882","53052931","55688095","58482888","61413219","64477416","67724403","71174947","74762050","78528865","82255775","86060015","90191388","94509312","99073883","103954167","109178268","114672519","120354887","126256533","132376877","138853757","145136089","151571445","158155247","164626849","171193301","177880385","184776226","191808860","199096678","206679404","214967244","223645236","232716291","242187857","252123802","262499476","273358786","284845372","296837452","309371843","322433862","336035018","350148039","364758772","379848467","395415830","411465544",
"Small states","SST","Urban population","SP.URB.TOTL","4021590","4152211","4289825","4436683","4591537","4751447","4913401","5072068","5237690","5410019","5589654","5779135","5973860","6169525","6377754","6596335","6821678","7048669","7282798","7525854","7781761","8038568","8313787","8582483","8864610","9163901","9481437","9816608","10160990","10505379","10844569","11180049","11459517","11722691","11993335","12264293","12548077","12840705","13142036","13466514","13803264","14133140","14466242","14820137","15211852","15657598","16158791","16708656","17291994","17877086","18448443","18999080","19538865","20070114","20599359","21130766","21659280","22182727",
"Sao Tome and Principe","STP","Urban population","SP.URB.TOTL","10327","10848","11578","12318","13153","14147","15358","16781","18397","20127","21918","22952","23696","24431","25231","26136","27167","28302","29493","30675","31791","32824","34375","36001","37671","39432","41292","43245","45301","47454","49712","52092","54375","56718","59102","61496","63885","66275","68722","71295","74049","77010","80163","83459","86841","90281","93760","97298","100872","104512","108199","111929","115705","119525","123388","127289","131235","135211",
"Suriname","SUR","Urban population","SP.URB.TOTL","137038","141034","145000","148998","152910","156304","159913","163604","166959","169410","170593","170348","173631","180809","187738","194923","202595","210654","219032","227425","235660","236288","237021","238117","239931","242696","246501","251228","256584","262195","267734","273129","278406","283516","288453","293195","297699","301946","306000","309955","313875","317778","321664","325542","329434","332707","335944","339193","342465","345753","349038","352316","355588","358836","362098","365355","368607","371845",
